"Part Number","Part Name","Rule Number","Title","Content"
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","29","Duty of person to whom summons is delivered or sent for services.","__ (1) Where a summons is delivered or sent to any person for service under rule 24, rule 27 or rule 28, such person shall be bound to serve it, if possible, and to return it under his signature, with the written acknowledgement of the defendant, and such signature shall be deemed to be evidence of service. (2) Where from any cause service is impossible, the summons shall be returned to the Court with a full statement of such cause and of the steps taken to procure service, and such statement shall be deemed to be evidence of non service."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","30","Substitution of letter for summons.__","(1) The Court may, notwithstanding anything herein before contained, substitute for a summons a letter signed by the Judge or such officer as he may appoint in this behalf, where the defendant is, in the opinion of the Court, of a rank entitling him to such mark of consideration. (2) A letter substituted under sub rule (1) shall contain all the particulars required to be stated in a summons, and, subject to the provisions of sub rule (3), shall be treated in all respects as a summons. (3) A letter so substituted may be sent to the defendant by post or by a special messenger selected by the Court, or in any other manner which the Court thinks fit; and, where the defendant has an agent empowered to accept service, the letter may be delivered or sent to such agent. ORDER VI PLEADINGS GENERALLY"
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","1","Pleading.","“Pleading” shall mean plaint or written statement."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","2","Pleading to state material facts and not evidence.","Every pleading shall contain, and contain only, a statement in a concise form of the material facts on which the party pleading relies for his claim or defence, as the case may be, but not the evidence by which they are to be proved, and shall, when necessary, be divided into paragraphs, numbered consecutively. Dates, sums and numbers shall be expressed in figures."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","3","Forms of pleading.","The forms in Appendix A when applicable, and where they are not applicable forms of the like character, as nearly as may be, shall be used for all pleadings."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","4","Particulars to be given where necessary",". In all cases in which the party pleading relies on any misrepresentation, fraud, breach of trust, willful default, or undue influence, and in all other cases in which particulars may be necessary beyond such as are exemplified in the forms aforesaid particulars (with dates and items if necessary) shall be stated in the pleading."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","5","Further and better statement, or particulars.","A further and better statement of the nature of the claim or defence, or further and better particulars of any matter stated in any pleading, may in all cases be ordered, upon such terms, as to costs and otherwise, as may be just."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","6","Condition precedent.","Any condition precedent, the performance or occurrence of which is intended to be contested, shall be distinctly specified in his pleading by the plaintiff or defendant, as the case may be; and, subject thereto, an averment of the performance or occurrence of all conditions precedent necessary for the case of the plaintiff or defendant shall be implied in his pleading."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","7","Departure.","No pleading shall, except by way of amendment, raise any new ground of claim or contain any allegation of fact inconsistent with the previous pleadings of the party pleading the same."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","8","Denial of contract.","Where a contract is alleged in any pleading, a bare denial of the same by the opposite party shall be construed only as a denial in fact of the express contract alleged or of the matters of fact from which the same may be implied, and not as a denial of the legality or sufficiency in law of such contract."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","9","Effect of document to be stated.","Wherever the contents of any document are material, it shall be sufficient in any pleading to state the effect thereof as briefly as possible, without setting out the whole or any part thereof, unless the precise words of the document or any part thereof are material."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","10","Malice, knowledge, etc.","Wherever it is material to allege malice, fraudulent intention, knowledge or other condition of the mind of any person, it shall be sufficient to allege the same as a fact without setting out the circumstances from which the same is to be inferred."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","11","Notice.","Wherever it is material to allege notice to any person of any fact, matter or thing, it shall be sufficient to allege such notice as a fact, unless the form or the precise terms of such notice, or the circumstances from which such notice is to be inferred, are material."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","12","Implied contract or relation.","Whenever any contract or any relation between any persons is to be implied from a series of letters or conversations or otherwise from a number of circumstances, it shall be sufficient to allege such contract or relation as a fact, and to refer generally to such letters, conversations or circumstances without setting them out in detail. And if in such case the person so pleading desires to rely in the alternative upon more contracts or relations than one as to be implied from such circumstances, he may state the same in the alternative."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","13","Presumptions of law.","Neither party need in any pleading allege any matter of fact which the law presumes in his favour or as to which the burden of proof lies upon the other side unless the same has first been specifically denied (e.g., consideration for a bill of exchange where the plaintiff sues only on the bill and not for the consideration as a substantive ground of claim)."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","14","Pleading to be signed.","Every pleading shall be signed by the party and his pleader (if any): Provided that where a party pleading is, by reason of absence or for other good cause, unable to sign the pleading, it may be signed by any person duly authorized by him to sign the same or to sue or defend on his behalf."
"1","SUITS IN GENERAL JURISDICTION OF THE COURTS AND Res Judicata","15","Verification of pleadings.__","(1) Save as otherwise provided by any law for the time being in force, every pleading shall be verified 1[on oath or solemn affirmation] at the foot by the party or by one of the parties pleading or by some other person proved to the satisfaction of the Court to be acquainted with the facts of the case. (2) The person verifying shall specify, by reference to the numbered paragraphs of the pleading, what he verifies of his own knowledge and what he verifies upon information received and believed to be true. (3) The verification shall be signed by the person making it and shall state the date on which and the place at which it was signed. 1Ins. by the Law Reforms Ordinance, 1972 (12 of 1972), s.2 and Sch."
